"64";"JUDITH";"COX";"JUDITH.COX@sakilacustomer.org";"14.02.2006"
"65";"ROSE";"HOWARD";"ROSE.HOWARD@sakilacustomer.org";"14.02.2006"
"66";"JANICE";"WARD";"JANICE.WARD@sakilacustomer.org";"14.02.2006"
"67";"KELLY";"TORRES";"KELLY.TORRES@sakilacustomer.org";"14.02.2006"
"68";"NICOLE";"PETERSON";"NICOLE.PETERSON@sakilacustomer.org";"14.02.2006"
"69";"JUDY";"GRAY";"JUDY.GRAY@sakilacustomer.org";"14.02.2006"
"70";"CHRISTINA";"RAMIREZ";"CHRISTINA.RAMIREZ@sakilacustomer.org";"14.02.2006"
"71";"KATHY";"JAMES";"KATHY.JAMES@sakilacustomer.org";"14.02.2006"
"72";"THERESA";"WATSON";"THERESA.WATSON@sakilacustomer.org";"14.02.2006"
"73";"BEVERLY";"BROOKS";"BEVERLY.BROOKS@sakilacustomer.org";"14.02.2006"
"74";"DENISE";"KELLY";"DENISE.KELLY@sakilacustomer.org";"14.02.2006"
"75";"TAMMY";"SANDERS";"TAMMY.SANDERS@sakilacustomer.org";"14.02.2006"
"76";"IRENE";"PRICE";"IRENE.PRICE@sakilacustomer.org";"14.02.2006"
"77";"JANE";"BENNETT";"JANE.BENNETT@sakilacustomer.org";"14.02.2006"
"78";"LORI";"WOOD";"LORI.WOOD@sakilacustomer.org";"14.02.2006"
"79";"RACHEL";"BARNES";"RACHEL.BARNES@sakilacustomer.org";"14.02.2006"
"80";"MARILYN";"ROSS";"MARILYN.ROSS@sakilacustomer.org";"14.02.2006"
"81";"ANDREA";"HENDERSON";"ANDREA.HENDERSON@sakilacustomer.org";"14.02.2006"
"82";"KATHRYN";"COLEMAN";"KATHRYN.COLEMAN@sakilacustomer.org";"14.02.2006"
"83";"LOUISE";"JENKINS";"LOUISE.JENKINS@sakilacustomer.org";"14.02.2006"
"84";"SARA";"PERRY";"SARA.PERRY@sakilacustomer.org";"14.02.2006"
"85";"ANNE";"POWELL";"ANNE.POWELL@sakilacustomer.org";"14.02.2006"
"86";"JACQUELINE";"LONG";"JACQUELINE.LONG@sakilacustomer.org";"14.02.2006"
"87";"WANDA";"PATTERSON";"WANDA.PATTERSON@sakilacustomer.org";"14.02.2006"
"88";"BONNIE";"HUGHES";"BONNIE.HUGHES@sakilacustomer.org";"14.02.2006"
"89";"JULIA";"FLORES";"JULIA.FLORES@sakilacustomer.org";"14.02.2006"
"90";"RUBY";"WASHINGTON";"RUBY.WASHINGTON@sakilacustomer.org";"14.02.2006"
"91";"LOIS";"BUTLER";"LOIS.BUTLER@sakilacustomer.org";"14.02.2006"
"92";"TINA";"SIMMONS";"TINA.SIMMONS@sakilacustomer.org";"14.02.2006"
"93";"PHYLLIS";"FOSTER";"PHYLLIS.FOSTER@sakilacustomer.org";"14.02.2006"
"94";"NORMA";"GONZALES";"NORMA.GONZALES@sakilacustomer.org";"14.02.2006"
"95";"PAULA";"BRYANT";"PAULA.BRYANT@sakilacustomer.org";"14.02.2006"
"96";"DIANA";"ALEXANDER";"DIANA.ALEXANDER@sakilacustomer.org";"14.02.2006"
"97";"ANNIE";"RUSSELL";"ANNIE.RUSSELL@sakilacustomer.org";"14.02.2006"
"98";"LILLIAN";"GRIFFIN";"LILLIAN.GRIFFIN@sakilacustomer.org";"14.02.2006"
"99";"EMILY";"DIAZ";"EMILY.DIAZ@sakilacustomer.org";"14.02.2006"
"100";"ROBIN";"HAYES";"ROBIN.HAYES@sakilacustomer.org";"14.02.2006"
"101";"PEGGY";"MYERS";"PEGGY.MYERS@sakilacustomer.org";"14.02.2006"
"102";"CRYSTAL";"FORD";"CRYSTAL.FORD@sakilacustomer.org";"14.02.2006"
"103";"GLADYS";"HAMILTON";"GLADYS.HAMILTON@sakilacustomer.org";"14.02.2006"
"104";"RITA";"GRAHAM";"RITA.GRAHAM@sakilacustomer.org";"14.02.2006"
"105";"DAWN";"SULLIVAN";"DAWN.SULLIVAN@sakilacustomer.org";"14.02.2006"
"106";"CONNIE";"WALLACE";"CONNIE.WALLACE@sakilacustomer.org";"14.02.2006"
"107";"FLORENCE";"WOODS";"FLORENCE.WOODS@sakilacustomer.org";"14.02.2006"
"108";"TRACY";"COLE";"TRACY.COLE@sakilacustomer.org";"14.02.2006"
"109";"EDNA";"WEST";"EDNA.WEST@sakilacustomer.org";"14.02.2006"
"110";"TIFFANY";"JORDAN";"TIFFANY.JORDAN@sakilacustomer.org";"14.02.2006"
"111";"CARMEN";"OWENS";"CARMEN.OWENS@sakilacustomer.org";"14.02.2006"
"112";"ROSA";"REYNOLDS";"ROSA.REYNOLDS@sakilacustomer.org";"14.02.2006"
"113";"CINDY";"FISHER";"CINDY.FISHER@sakilacustomer.org";"14.02.2006"
"114";"GRACE";"ELLIS";"GRACE.ELLIS@sakilacustomer.org";"14.02.2006"
"115";"WENDY";"HARRISON";"WENDY.HARRISON@sakilacustomer.org";"14.02.2006"
"116";"VICTORIA";"GIBSON";"VICTORIA.GIBSON@sakilacustomer.org";"14.02.2006"
"117";"EDITH";"MCDONALD";"EDITH.MCDONALD@sakilacustomer.org";"14.02.2006"
"118";"KIM";"CRUZ";"KIM.CRUZ@sakilacustomer.org";"14.02.2006"
"119";"SHERRY";"MARSHALL";"SHERRY.MARSHALL@sakilacustomer.org";"14.02.2006"
"120";"SYLVIA";"ORTIZ";"SYLVIA.ORTIZ@sakilacustomer.org";"14.02.2006"
"121";"JOSEPHINE";"GOMEZ";"JOSEPHINE.GOMEZ@sakilacustomer.org";"14.02.2006"
"122";"THELMA";"MURRAY";"THELMA.MURRAY@sakilacustomer.org";"14.02.2006"
"123";"SHANNON";"FREEMAN";"SHANNON.FREEMAN@sakilacustomer.org";"14.02.2006"
"124";"SHEILA";"WELLS";"SHEILA.WELLS@sakilacustomer.org";"14.02.2006"
"125";"ETHEL";"WEBB";"ETHEL.WEBB@sakilacustomer.org";"14.02.2006"
"126";"ELLEN";"SIMPSON";"ELLEN.SIMPSON@sakilacustomer.org";"14.02.2006"
"127";"ELAINE";"STEVENS";"ELAINE.STEVENS@sakilacustomer.org";"14.02.2006"
"128";"MARJORIE";"TUCKER";"MARJORIE.TUCKER@sakilacustomer.org";"14.02.2006"
"129";"CARRIE";"PORTER";"CARRIE.PORTER@sakilacustomer.org";"14.02.2006"
"130";"CHARLOTTE";"HUNTER";"CHARLOTTE.HUNTER@sakilacustomer.org";"14.02.2006"
"131";"MONICA";"HICKS";"MONICA.HICKS@sakilacustomer.org";"14.02.2006"
"132";"ESTHER";"CRAWFORD";"ESTHER.CRAWFORD@sakilacustomer.org";"14.02.2006"
"133";"PAULINE";"HENRY";"PAULINE.HENRY@sakilacustomer.org";"14.02.2006"
"134";"EMMA";"BOYD";"EMMA.BOYD@sakilacustomer.org";"14.02.2006"
"135";"JUANITA";"MASON";"JUANITA.MASON@sakilacustomer.org";"14.02.2006"
"136";"ANITA";"MORALES";"ANITA.MORALES@sakilacustomer.org";"14.02.2006"
"137";"RHONDA";"KENNEDY";"RHONDA.KENNEDY@sakilacustomer.org";"14.02.2006"
"138";"HAZEL";"WARREN";"HAZEL.WARREN@sakilacustomer.org";"14.02.2006"
"139";"AMBER";"DIXON";"AMBER.DIXON@sakilacustomer.org";"14.02.2006"
"140";"EVA";"RAMOS";"EVA.RAMOS@sakilacustomer.org";"14.02.2006"
"141";"DEBBIE";"REYES";"DEBBIE.REYES@sakilacustomer.org";"14.02.2006"
"142";"APRIL";"BURNS";"APRIL.BURNS@sakilacustomer.org";"14.02.2006"
"143";"LESLIE";"GORDON";"LESLIE.GORDON@sakilacustomer.org";"14.02.2006"
"144";"CLARA";"SHAW";"CLARA.SHAW@sakilacustomer.org";"14.02.2006"
"145";"LUCILLE";"HOLMES";"LUCILLE.HOLMES@sakilacustomer.org";"14.02.2006"
"146";"JAMIE";"RICE";"JAMIE.RICE@sakilacustomer.org";"14.02.2006"
"147";"JOANNE";"ROBERTSON";"JOANNE.ROBERTSON@sakilacustomer.org";"14.02.2006"
"148";"ELEANOR";"HUNT";"ELEANOR.HUNT@sakilacustomer.org";"14.02.2006"
"149";"VALERIE";"BLACK";"VALERIE.BLACK@sakilacustomer.org";"14.02.2006"
"150";"DANIELLE";"DANIELS";"DANIELLE.DANIELS@sakilacustomer.org";"14.02.2006"
"151";"MEGAN";"PALMER";"MEGAN.PALMER@sakilacustomer.org";"14.02.2006"
"152";"ALICIA";"MILLS";"ALICIA.MILLS@sakilacustomer.org";"14.02.2006"
"153";"SUZANNE";"NICHOLS";"SUZANNE.NICHOLS@sakilacustomer.org";"14.02.2006"
"154";"MICHELE";"GRANT";"MICHELE.GRANT@sakilacustomer.org";"14.02.2006"
"155";"GAIL";"KNIGHT";"GAIL.KNIGHT@sakilacustomer.org";"14.02.2006"
"156";"BERTHA";"FERGUSON";"BERTHA.FERGUSON@sakilacustomer.org";"14.02.2006"
"157";"DARLENE";"ROSE";"DARLENE.ROSE@sakilacustomer.org";"14.02.2006"
"158";"VERONICA";"STONE";"VERONICA.STONE@sakilacustomer.org";"14.02.2006"
"159";"JILL";"HAWKINS";"JILL.HAWKINS@sakilacustomer.org";"14.02.2006"
"160";"ERIN";"DUNN";"ERIN.DUNN@sakilacustomer.org";"14.02.2006"
"161";"GERALDINE";"PERKINS";"GERALDINE.PERKINS@sakilacustomer.org";"14.02.2006"
"162";"LAUREN";"HUDSON";"LAUREN.HUDSON@sakilacustomer.org";"14.02.2006"
"163";"CATHY";"SPENCER";"CATHY.SPENCER@sakilacustomer.org";"14.02.2006"
"164";"JOANN";"GARDNER";"JOANN.GARDNER@sakilacustomer.org";"14.02.2006"
"165";"LORRAINE";"STEPHENS";"LORRAINE.STEPHENS@sakilacustomer.org";"14.02.2006"
"166";"LYNN";"PAYNE";"LYNN.PAYNE@sakilacustomer.org";"14.02.2006"
"167";"SALLY";"PIERCE";"SALLY.PIERCE@sakilacustomer.org";"14.02.2006"
"168";"REGINA";"BERRY";"REGINA.BERRY@sakilacustomer.org";"14.02.2006"
"169";"ERICA";"MATTHEWS";"ERICA.MATTHEWS@sakilacustomer.org";"14.02.2006"
"170";"BEATRICE";"ARNOLD";"BEATRICE.ARNOLD@sakilacustomer.org";"14.02.2006"
"171";"DOLORES";"WAGNER";"DOLORES.WAGNER@sakilacustomer.org";"14.02.2006"
"172";"BERNICE";"WILLIS";"BERNICE.WILLIS@sakilacustomer.org";"14.02.2006"
"173";"AUDREY";"RAY";"AUDREY.RAY@sakilacustomer.org";"14.02.2006"
"174";"YVONNE";"WATKINS";"YVONNE.WATKINS@sakilacustomer.org";"14.02.2006"
"175";"ANNETTE";"OLSON";"ANNETTE.OLSON@sakilacustomer.org";"14.02.2006"
"176";"JUNE";"CARROLL";"JUNE.CARROLL@sakilacustomer.org";"14.02.2006"
"177";"SAMANTHA";"DUNCAN";"SAMANTHA.DUNCAN@sakilacustomer.org";"14.02.2006"
"178";"MARION";"SNYDER";"MARION.SNYDER@sakilacustomer.org";"14.02.2006"
"179";"DANA";"HART";"DANA.HART@sakilacustomer.org";"14.02.2006"
"180";"STACY";"CUNNINGHAM";"STACY.CUNNINGHAM@sakilacustomer.org";"14.02.2006"
"181";"ANA";"BRADLEY";"ANA.BRADLEY@sakilacustomer.org";"14.02.2006"
"182";"RENEE";"LANE";"RENEE.LANE@sakilacustomer.org";"14.02.2006"
"183";"IDA";"ANDREWS";"IDA.ANDREWS@sakilacustomer.org";"14.02.2006"
"184";"VIVIAN";"RUIZ";"VIVIAN.RUIZ@sakilacustomer.org";"14.02.2006"
"185";"ROBERTA";"HARPER";"ROBERTA.HARPER@sakilacustomer.org";"14.02.2006"
"186";"HOLLY";"FOX";"HOLLY.FOX@sakilacustomer.org";"14.02.2006"
"187";"BRITTANY";"RILEY";"BRITTANY.RILEY@sakilacustomer.org";"14.02.2006"
"188";"MELANIE";"ARMSTRONG";"MELANIE.ARMSTRONG@sakilacustomer.org";"14.02.2006"
"189";"LORETTA";"CARPENTER";"LORETTA.CARPENTER@sakilacustomer.org";"14.02.2006"
"190";"YOLANDA";"WEAVER";"YOLANDA.WEAVER@sakilacustomer.org";"14.02.2006"
"191";"JEANETTE";"GREENE";"JEANETTE.GREENE@sakilacustomer.org";"14.02.2006"
"192";"LAURIE";"LAWRENCE";"LAURIE.LAWRENCE@sakilacustomer.org";"14.02.2006"
"193";"KATIE";"ELLIOTT";"KATIE.ELLIOTT@sakilacustomer.org";"14.02.2006"
"194";"KRISTEN";"CHAVEZ";"KRISTEN.CHAVEZ@sakilacustomer.org";"14.02.2006"
"195";"VANESSA";"SIMS";"VANESSA.SIMS@sakilacustomer.org";"14.02.2006"
"196";"ALMA";"AUSTIN";"ALMA.AUSTIN@sakilacustomer.org";"14.02.2006"
"197";"SUE";"PETERS";"SUE.PETERS@sakilacustomer.org";"14.02.2006"
"198";"ELSIE";"KELLEY";"ELSIE.KELLEY@sakilacustomer.org";"14.02.2006"
"199";"BETH";"FRANKLIN";"BETH.FRANKLIN@sakilacustomer.org";"14.02.2006"
"200";"JEANNE";"LAWSON";"JEANNE.LAWSON@sakilacustomer.org";"14.02.2006"
"201";"VICKI";"FIELDS";"VICKI.FIELDS@sakilacustomer.org";"14.02.2006"
"202";"CARLA";"GUTIERREZ";"CARLA.GUTIERREZ@sakilacustomer.org";"14.02.2006"
"203";"TARA";"RYAN";"TARA.RYAN@sakilacustomer.org";"14.02.2006"
"204";"ROSEMARY";"SCHMIDT";"ROSEMARY.SCHMIDT@sakilacustomer.org";"14.02.2006"
"205";"EILEEN";"CARR";"EILEEN.CARR@sakilacustomer.org";"14.02.2006"
"206";"TERRI";"VASQUEZ";"TERRI.VASQUEZ@sakilacustomer.org";"14.02.2006"
"207";"GERTRUDE";"CASTILLO";"GERTRUDE.CASTILLO@sakilacustomer.org";"14.02.2006"
"208";"LUCY";"WHEELER";"LUCY.WHEELER@sakilacustomer.org";"14.02.2006"
"209";"TONYA";"CHAPMAN";"TONYA.CHAPMAN@sakilacustomer.org";"14.02.2006"
"210";"ELLA";"OLIVER";"ELLA.OLIVER@sakilacustomer.org";"14.02.2006"
"211";"STACEY";"MONTGOMERY";"STACEY.MONTGOMERY@sakilacustomer.org";"14.02.2006"
"212";"WILMA";"RICHARDS";"WILMA.RICHARDS@sakilacustomer.org";"14.02.2006"
"213";"GINA";"WILLIAMSON";"GINA.WILLIAMSON@sakilacustomer.org";"14.02.2006"
"214";"KRISTIN";"JOHNSTON";"KRISTIN.JOHNSTON@sakilacustomer.org";"14.02.2006"
"215";"JESSIE";"BANKS";"JESSIE.BANKS@sakilacustomer.org";"14.02.2006"
"216";"NATALIE";"MEYER";"NATALIE.MEYER@sakilacustomer.org";"14.02.2006"
"217";"AGNES";"BISHOP";"AGNES.BISHOP@sakilacustomer.org";"14.02.2006"
"218";"VERA";"MCCOY";"VERA.MCCOY@sakilacustomer.org";"14.02.2006"
"219";"WILLIE";"HOWELL";"WILLIE.HOWELL@sakilacustomer.org";"14.02.2006"
"220";"CHARLENE";"ALVAREZ";"CHARLENE.ALVAREZ@sakilacustomer.org";"14.02.2006"
"221";"BESSIE";"MORRISON";"BESSIE.MORRISON@sakilacustomer.org";"14.02.2006"
"222";"DELORES";"HANSEN";"DELORES.HANSEN@sakilacustomer.org";"14.02.2006"
"223";"MELINDA";"FERNANDEZ";"MELINDA.FERNANDEZ@sakilacustomer.org";"14.02.2006"
"224";"PEARL";"GARZA";"PEARL.GARZA@sakilacustomer.org";"14.02.2006"
"225";"ARLENE";"HARVEY";"ARLENE.HARVEY@sakilacustomer.org";"14.02.2006"
"226";"MAUREEN";"LITTLE";"MAUREEN.LITTLE@sakilacustomer.org";"14.02.2006"
"227";"COLLEEN";"BURTON";"COLLEEN.BURTON@sakilacustomer.org";"14.02.2006"
"228";"ALLISON";"STANLEY";"ALLISON.STANLEY@sakilacustomer.org";"14.02.2006"
"229";"TAMARA";"NGUYEN";"TAMARA.NGUYEN@sakilacustomer.org";"14.02.2006"
"230";"JOY";"GEORGE";"JOY.GEORGE@sakilacustomer.org";"14.02.2006"
"231";"GEORGIA";"JACOBS";"GEORGIA.JACOBS@sakilacustomer.org";"14.02.2006"
"232";"CONSTANCE";"REID";"CONSTANCE.REID@sakilacustomer.org";"14.02.2006"
"233";"LILLIE";"KIM";"LILLIE.KIM@sakilacustomer.org";"14.02.2006"
"234";"CLAUDIA";"FULLER";"CLAUDIA.FULLER@sakilacustomer.org";"14.02.2006"
"235";"JACKIE";"LYNCH";"JACKIE.LYNCH@sakilacustomer.org";"14.02.2006"
"236";"MARCIA";"DEAN";"MARCIA.DEAN@sakilacustomer.org";"14.02.2006"
"237";"TANYA";"GILBERT";"TANYA.GILBERT@sakilacustomer.org";"14.02.2006"
"238";"NELLIE";"GARRETT";"NELLIE.GARRETT@sakilacustomer.org";"14.02.2006"
"239";"MINNIE";"ROMERO";"MINNIE.ROMERO@sakilacustomer.org";"14.02.2006"
"240";"MARLENE";"WELCH";"MARLENE.WELCH@sakilacustomer.org";"14.02.2006"
"241";"HEIDI";"LARSON";"HEIDI.LARSON@sakilacustomer.org";"14.02.2006"
"242";"GLENDA";"FRAZIER";"GLENDA.FRAZIER@sakilacustomer.org";"14.02.2006"
"243";"LYDIA";"BURKE";"LYDIA.BURKE@sakilacustomer.org";"14.02.2006"
"244";"VIOLA";"HANSON";"VIOLA.HANSON@sakilacustomer.org";"14.02.2006"
"245";"COURTNEY";"DAY";"COURTNEY.DAY@sakilacustomer.org";"14.02.2006"
"246";"MARIAN";"MENDOZA";"MARIAN.MENDOZA@sakilacustomer.org";"14.02.2006"
"247";"STELLA";"MORENO";"STELLA.MORENO@sakilacustomer.org";"14.02.2006"
"248";"CAROLINE";"BOWMAN";"CAROLINE.BOWMAN@sakilacustomer.org";"14.02.2006"
"249";"DORA";"MEDINA";"DORA.MEDINA@sakilacustomer.org";"14.02.2006"
"250";"JO";"FOWLER";"JO.FOWLER@sakilacustomer.org";"14.02.2006"
"251";"VICKIE";"BREWER";"VICKIE.BREWER@sakilacustomer.org";"14.02.2006"
"252";"MATTIE";"HOFFMAN";"MATTIE.HOFFMAN@sakilacustomer.org";"14.02.2006"
"253";"TERRY";"CARLSON";"TERRY.CARLSON@sakilacustomer.org";"14.02.2006"
"254";"MAXINE";"SILVA";"MAXINE.SILVA@sakilacustomer.org";"14.02.2006"
"255";"IRMA";"PEARSON";"IRMA.PEARSON@sakilacustomer.org";"14.02.2006"
"256";"MABEL";"HOLLAND";"MABEL.HOLLAND@sakilacustomer.org";"14.02.2006"
"257";"MARSHA";"DOUGLAS";"MARSHA.DOUGLAS@sakilacustomer.org";"14.02.2006"
"258";"MYRTLE";"FLEMING";"MYRTLE.FLEMING@sakilacustomer.org";"14.02.2006"
"259";"LENA";"JENSEN";"LENA.JENSEN@sakilacustomer.org";"14.02.2006"
"260";"CHRISTY";"VARGAS";"CHRISTY.VARGAS@sakilacustomer.org";"14.02.2006"
"261";"DEANNA";"BYRD";"DEANNA.BYRD@sakilacustomer.org";"14.02.2006"
"262";"PATSY";"DAVIDSON";"PATSY.DAVIDSON@sakilacustomer.org";"14.02.2006"
"263";"HILDA";"HOPKINS";"HILDA.HOPKINS@sakilacustomer.org";"14.02.2006"
"264";"GWENDOLYN";"MAY";"GWENDOLYN.MAY@sakilacustomer.org";"14.02.2006"
"265";"JENNIE";"TERRY";"JENNIE.TERRY@sakilacustomer.org";"14.02.2006"
"266";"NORA";"HERRERA";"NORA.HERRERA@sakilacustomer.org";"14.02.2006"
"267";"MARGIE";"WADE";"MARGIE.WADE@sakilacustomer.org";"14.02.2006"
"268";"NINA";"SOTO";"NINA.SOTO@sakilacustomer.org";"14.02.2006"
"269";"CASSANDRA";"WALTERS";"CASSANDRA.WALTERS@sakilacustomer.org";"14.02.2006"
"270";"LEAH";"CURTIS";"LEAH.CURTIS@sakilacustomer.org";"14.02.2006"
"271";"PENNY";"NEAL";"PENNY.NEAL@sakilacustomer.org";"14.02.2006"
"272";"KAY";"CALDWELL";"KAY.CALDWELL@sakilacustomer.org";"14.02.2006"
"273";"PRISCILLA";"LOWE";"PRISCILLA.LOWE@sakilacustomer.org";"14.02.2006"
"274";"NAOMI";"JENNINGS";"NAOMI.JENNINGS@sakilacustomer.org";"14.02.2006"
"275";"CAROLE";"BARNETT";"CAROLE.BARNETT@sakilacustomer.org";"14.02.2006"
"276";"BRANDY";"GRAVES";"BRANDY.GRAVES@sakilacustomer.org";"14.02.2006"
"277";"OLGA";"JIMENEZ";"OLGA.JIMENEZ@sakilacustomer.org";"14.02.2006"
"278";"BILLIE";"HORTON";"BILLIE.HORTON@sakilacustomer.org";"14.02.2006"
"279";"DIANNE";"SHELTON";"DIANNE.SHELTON@sakilacustomer.org";"14.02.2006"
"280";"TRACEY";"BARRETT";"TRACEY.BARRETT@sakilacustomer.org";"14.02.2006"
"281";"LEONA";"OBRIEN";"LEONA.OBRIEN@sakilacustomer.org";"14.02.2006"
"282";"JENNY";"CASTRO";"JENNY.CASTRO@sakilacustomer.org";"14.02.2006"
"283";"FELICIA";"SUTTON";"FELICIA.SUTTON@sakilacustomer.org";"14.02.2006"
"284";"SONIA";"GREGORY";"SONIA.GREGORY@sakilacustomer.org";"14.02.2006"
"285";"MIRIAM";"MCKINNEY";"MIRIAM.MCKINNEY@sakilacustomer.org";"14.02.2006"
"286";"VELMA";"LUCAS";"VELMA.LUCAS@sakilacustomer.org";"14.02.2006"
"287";"BECKY";"MILES";"BECKY.MILES@sakilacustomer.org";"14.02.2006"
"288";"BOBBIE";"CRAIG";"BOBBIE.CRAIG@sakilacustomer.org";"14.02.2006"
